block	trial	phase	pairtype	category	pairnum	fix_x_pos	fix_y_pos	fix_start_time	fix_end_time	fix_dwell_time	ia_side	ia_item_category	ia_item_type
1	1	study	AB	Scene	7	242.6	355.1	8348	8691	343	Left	Scene	Linking
1	1	study	AB	Scene	7	785.9	342.5	8750	9017	267	Right	Object	Unique
1	1	study	AB	Scene	7	785	334.8	9033	9193	160	Right	Object	Unique
1	1	study	AB	Scene	7	714	305	9225	9544	319	Right	Object	Unique
1	1	study	AB	Scene	7	706.3	359.3	10211	10319	108	Right	Object	Unique
1	1	study	AB	Scene	7	286.9	386.3	10375	10755	380	Left	Scene	Linking
1	1	study	AB	Scene	7	201.4	400.7	10780	11036	256	Left	Scene	Linking
1	2	study	AB	Scene	1	246.1	367.2	7974	8290	316	Left	Object	Unique
1	2	study	AB	Scene	1	773.1	375.4	8348	8448	100	Right	Scene	Linking
1	2	study	AB	Scene	1	779.6	349.6	8459	9307	848	Right	Scene	Linking
1	2	study	AB	Scene	1	717.3	282.3	9330	9875	545	Right	Scene	Linking
1	2	study	AB	Scene	1	300	325.2	9937	10671	734	Left	Object	Unique
1	3	study	AB	Scene	4	274.2	340.4	2033	2429	396	Left	Object	Unique
1	3	study	AB	Scene	4	312.7	340.8	3107	3611	504	Left	Object	Unique
1	3	study	AB	Scene	4	793.3	383	4169	4663	494	Right	Scene	Linking
1	4	study	AB	Scene	8	258.6	380.9	4013	4275	262	Left	Scene	Linking
1	4	study	AB	Scene	8	782.5	365.4	4355	4760	405	Right	Object	Unique
1	4	study	AB	Scene	8	735.7	362.4	4781	5060	279	Right	Object	Unique
1	4	study	AB	Scene	8	268.7	413	5908	6461	553	Left	Scene	Linking
1	4	study	AB	Scene	8	248	370.3	6480	6587	107	Left	Scene	Linking
1	4	study	AB	Scene	8	784.4	338.1	6645	6667	22	Right	Object	Unique
1	5	study	AB	Scene	5	279.7	377.8	5956	6355	399	Left	Scene	Linking
1	5	study	AB	Scene	5	789.4	381.3	6407	6789	382	Right	Object	Unique
1	5	study	AB	Scene	5	783	293.1	6824	7299	475	Right	Object	Unique
1	5	study	AB	Scene	5	242.1	377.5	7628	8436	808	Left	Scene	Linking
