"Participant"	"ExperimentPhase"	"Category"	"TestType"	"PairType"	"Accuracy"	"Hemisphere"	"Area"	"ROIGroup"	"ROISize"	"Beta"
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	132	-1.25203242424242
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"CA1"	"HC"	107	0.0386896635514019
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Sub"	"HC"	98	-0.804810173469388
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"CA23DG"	"HC"	197	8.25600701015228
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	92	0.720080097826087
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"PHC"	"MTL"	517	15.9399334197292
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"alERC"	"MTL"	252	-3.0315398968254
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"PRC"	"MTL"	655	4.55629372977099
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"pmERC"	"MTL"	69	-5.0838184057971
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"CA1"	"HC"	90	-1.35075641111111
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	82	-0.148283341463415
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Sub"	"HC"	87	-1.03543190804598
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"CA23DG"	"HC"	214	-1.08844350934579
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"PRC"	"MTL"	994	4.54767092655936
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"alERC"	"MTL"	181	0.721581408839779
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"PHC"	"MTL"	636	11.4483022389937
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"pmERC"	"MTL"	78	-7.35533976923077
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	71	4.42425411267606
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"FFA"	"LocCat"	194	38.6381160618557
"sub-1026"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"FFA"	"LocCat"	113	24.2625697168142
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	132	-6.06275165909091
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"CA1"	"HC"	107	-2.56322228037383
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Sub"	"HC"	98	-1.47859558163265
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"CA23DG"	"HC"	197	1.39366369543147
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Hipp Tail"	"HC"	92	1.14250332608696
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"PHC"	"MTL"	517	11.7572351199226
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"alERC"	"MTL"	252	0.457684369047619
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"PRC"	"MTL"	655	4.74678412519084
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"pmERC"	"MTL"	69	0.168281884057971
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"CA1"	"HC"	90	-1.67717162222222
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Hipp Tail"	"HC"	82	1.24636947560976
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Sub"	"HC"	87	2.09609132183908
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"CA23DG"	"HC"	214	-0.134684607476635
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"PRC"	"MTL"	994	3.67662900905433
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"alERC"	"MTL"	181	4.12752973480663
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"PHC"	"MTL"	636	7.35355695440252
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"pmERC"	"MTL"	78	1.28853085897436
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Ant Hipp Head"	"HC"	71	6.09254591549296
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"FFA"	"LocCat"	194	35.1247670721649
"sub-1026"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"FFA"	"LocCat"	113	31.6931095132743
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	132	-3.607231
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"CA1"	"HC"	107	-3.37337081308411
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Sub"	"HC"	98	-6.76741034693878
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"CA23DG"	"HC"	197	1.64696523350254
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	92	1.89703627173913
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"PHC"	"MTL"	517	12.543161589942
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"alERC"	"MTL"	252	-2.2848851547619
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"PRC"	"MTL"	655	5.29914357557252
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"pmERC"	"MTL"	69	-5.09250865217391
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"CA1"	"HC"	90	-1.93000673333333
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	82	2.07520624390244
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Sub"	"HC"	87	-1.23051377011494
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"CA23DG"	"HC"	214	-1.14985555140187
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"PRC"	"MTL"	994	3.74810737625755
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"alERC"	"MTL"	181	0.369805861878453
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"PHC"	"MTL"	636	8.30144865880503
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"pmERC"	"MTL"	78	-0.70630508974359
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	71	0.734421422535211
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"FFA"	"LocCat"	194	37.3104343350515
"sub-1026"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"FFA"	"LocCat"	113	28.6576012035398
"sub-1026"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	132	-1.75168027272727
"sub-1026"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"CA1"	"HC"	107	-1.39038599065421
"sub-1026"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Sub"	"HC"	98	-2.02019286734694
"sub-1026"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"CA23DG"	"HC"	197	1.49846962436548
"sub-1026"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Hipp Tail"	"HC"	92	3.31608936956522
