onset	duration	block	trial	phase	trialtype	category	pairnum	accuracy	test_RT
18.535377	4.00328614000008	1	1	study	AB	Face	7	0	NA
30.540445	4.00279713999999	1	2	study	AB	Face	8	0	NA
36.544523	4.00096814000006	1	3	study	AB	Face	4	1	NA
44.547257	4.00127514000003	1	4	study	AB	Face	3	0	NA
54.549911	4.00245514000006	1	5	study	AB	Face	6	1	NA
60.553674	4.00098113999993	1	6	study	AB	Face	5	1	NA
68.556158	4.00153914000007	1	7	study	AB	Face	1	1	NA
80.559327	4.00291913999994	1	8	study	AB	Face	2	1	NA
86.563656	4.00087514000009	1	9	study	BC	Face	6	1	NA
96.566027	4.00229214000003	1	10	study	BC	Face	4	1	NA
102.569662	4.00095513999999	1	11	study	BC	Face	7	0	NA
110.571977	4.00168014000003	1	12	study	BC	Face	1	1	NA
116.575182	4.00077713999993	1	13	study	BC	Face	5	1	NA
124.577245	4.0017421400001	1	14	study	BC	Face	2	1	NA
130.58081	4.00046713999991	1	15	study	BC	Face	3	0	NA
138.582841	4.00147814000005	1	16	study	BC	Face	8	0	NA
154.773137	4.01735414000007	1	1	test	AC	Face	6	1	2889.94086337
166.791792	4.01990514000008	1	2	test	AC	Face	8	0	3646.36886337
174.813233	4.01821513999999	1	3	test	AC	Face	4	1	2794.03186337
180.833056	4.01734414000003	1	4	test	AC	Face	5	1	2089.76086337
186.851755	4.01758613999991	1	5	test	AC	Face	3	0	2331.93286337
194.870626	4.01844714	1	6	test	AC	Face	2	1	1806.75186337
200.891006	4.01702314	1	7	test	AC	Face	1	1	1840.47886337
206.909429	4.01753914000001	1	8	test	AC	Face	7	0	2867.81686337
216.928273	4.01917314000014	1	9	test	BC	Face	2	1	1578.22386337
222.948711	4.01770013999997	1	10	test	BC	Face	1	1	2226.66886337
230.968128	4.01798013999991	1	11	test	AB	Face	4	1	2612.18586337
236.987538	4.01753314000013	1	12	test	BC	Face	4	1	1963.88986337
245.006137	4.01864114000008	1	13	test	BC	Face	5	1	1229.73386337
255.026122	4.01915614000006	1	14	test	BC	Face	3	0	1392.61586337
265.046675	4.01906113999995	1	15	test	AB	Face	8	1	1827.89386337
271.067273	4.01743114000006	1	16	test	AB	Face	6	1	1231.38886337
283.085855	4.02009413999994	1	17	test	AB	Face	2	1	983.990863367
289.107462	4.01743913999997	1	18	test	BC	Face	6	1	2288.72286337
299.126231	4.01913013999991	1	19	test	AB	Face	5	1	2457.19586337
305.146745	4.01757814	1	20	test	AB	Face	1	1	1447.94786337
317.165857	4.01971713999991	1	21	test	BC	Face	7	0	2267.73786337
323.186722	4.01781214000011	1	22	test	AB	Face	3	0	2027.78886337
331.20594	4.01829814000003	1	23	test	BC	Face	8	0	1598.58986337
337.225631	4.01756014000002	1	24	test	AB	Face	7	1	1949.13986337
12.488357	4.007989771	2	1	study	AB	Scene	6	0	NA
18.497938	4.00069877100001	2	2	study	AB	Scene	7	1	NA
28.499859	4.002572771	2	3	study	AB	Scene	3	0	NA
34.50354	4.001181771	2	4	study	AB	Scene	1	0	NA
44.506037	4.00251977100001	2	5	study	AB	Scene	2	1	NA
