block	trial	phase	pairtype	category	pairnum	fix_x_pos	fix_y_pos	fix_start_time	fix_end_time	fix_dwell_time	ia_side	ia_item_category	ia_item_type
1	1	study	AB	Scene	5	290.4	392.1	2251	2686	435	Left	Scene	Linking
1	1	study	AB	Scene	5	757.8	398.2	2739	3300	561	Right	Object	Unique
1	1	study	AB	Scene	5	249.2	374.7	3353	3637	284	Left	Scene	Linking
1	1	study	AB	Scene	5	261.6	404.4	3649	3831	182	Left	Scene	Linking
1	1	study	AB	Scene	5	781.3	413.1	3975	3997	22	Right	Object	Unique
1	1	study	AB	Scene	5	777.1	414.7	4190	4555	365	Right	Object	Unique
1	1	study	AB	Scene	5	734.2	405.5	4588	5019	431	Right	Object	Unique
1	2	study	AB	Scene	6	259.6	405.4	1962	2161	199	Left	Scene	Linking
1	2	study	AB	Scene	6	716.9	379.8	2216	2406	190	Right	Object	Unique
1	2	study	AB	Scene	6	761.6	397.4	2422	2545	123	Right	Object	Unique
1	2	study	AB	Scene	6	261.1	367.2	2607	3261	654	Left	Scene	Linking
1	2	study	AB	Scene	6	294.5	341.9	3278	3577	299	Left	Scene	Linking
1	2	study	AB	Scene	6	196.5	356.5	3602	3839	237	Left	Scene	Linking
1	2	study	AB	Scene	6	201.2	358.3	3845	3963	118	Left	Scene	Linking
1	2	study	AB	Scene	6	768.1	428.7	4162	4515	353	Right	Object	Unique
1	2	study	AB	Scene	6	402.6	417.1	4569	4689	120	Left	Scene	Linking
1	3	study	AB	Scene	4	269.9	403.7	7940	8631	691	Left	Object	Unique
1	3	study	AB	Scene	4	779.3	429.5	8680	9378	698	Right	Scene	Linking
1	3	study	AB	Scene	4	284.9	391.4	9662	9820	158	Left	Object	Unique
1	4	study	AB	Scene	3	289	365.3	1947	2595	648	Left	Scene	Linking
1	4	study	AB	Scene	3	321.4	344.8	2608	2720	112	Left	Scene	Linking
1	4	study	AB	Scene	3	798.5	402.8	2758	3341	583	Right	Object	Unique
1	4	study	AB	Scene	3	748.1	369.3	3516	4106	590	Right	Object	Unique
1	5	study	AB	Scene	1	282	428.1	3881	4091	210	Left	Scene	Linking
1	5	study	AB	Scene	1	753.5	398.6	4154	4405	251	Right	Object	Unique
1	5	study	AB	Scene	1	275.4	445	4461	4537	76	Left	Scene	Linking
1	5	study	AB	Scene	1	262.4	442.4	4551	5242	691	Left	Scene	Linking
1	5	study	AB	Scene	1	327.8	378.7	5457	6077	620	Left	Scene	Linking
1	5	study	AB	Scene	1	334.9	388.2	6089	6174	85	Left	Scene	Linking
1	6	study	AB	Scene	7	262.2	361.1	3897	4139	242	Left	Object	Unique
1	6	study	AB	Scene	7	191	428	4160	4274	114	Left	Object	Unique
1	6	study	AB	Scene	7	169	457.2	4296	4392	96	Left	Object	Unique
1	6	study	AB	Scene	7	743	441.4	4444	4827	383	Right	Scene	Linking
1	6	study	AB	Scene	7	776.5	438.7	4839	4992	153	Right	Scene	Linking
1	6	study	AB	Scene	7	741.7	414.2	5196	5230	34	Right	Scene	Linking
1	6	study	AB	Scene	7	328.3	494.6	5516	5666	150	Left	Object	Unique
1	7	study	AB	Scene	8	291	393	3820	4104	284	Left	Object	Unique
1	7	study	AB	Scene	8	771.1	440.4	4155	4959	804	Right	Scene	Linking
1	7	study	AB	Scene	8	760.5	419.1	5146	5188	42	Right	Scene	Linking
1	7	study	AB	Scene	8	296.7	380.4	5251	5541	290	Left	Object	Unique
1	7	study	AB	Scene	8	299.3	430.2	6569	6625	56	Left	Object	Unique
1	8	study	AB	Scene	2	275.8	391.7	1913	2170	257	Left	Object	Unique
1	8	study	AB	Scene	2	747.4	392.5	2222	2466	244	Right	Scene	Linking
1	8	study	AB	Scene	2	817.6	402.9	2484	2848	364	Right	Scene	Linking
1	8	study	AB	Scene	2	795.5	426.6	2862	3224	362	Right	Scene	Linking
1	8	study	AB	Scene	2	742.6	428.9	3238	3868	630	Right	Scene	Linking
1	9	study	BC	Scene	4	237.8	393.7	5952	6335	383	Left	Scene	Linking
1	9	study	BC	Scene	4	279.9	385.4	6347	6584	237	Left	Scene	Linking
1	9	study	BC	Scene	4	252.9	390.2	6595	6980	385	Left	Scene	Linking
1	9	study	BC	Scene	4	699.3	412.3	7024	7180	156	Right	Object	Unique
1	9	study	BC	Scene	4	760.4	420.1	7202	7608	406	Right	Object	Unique
1	9	study	BC	Scene	4	314.5	347.5	7794	7854	60	Left	Scene	Linking
1	9	study	BC	Scene	4	251.1	391	7889	8221	332	Left	Scene	Linking
1	9	study	BC	Scene	4	275	386.7	8244	8695	451	Left	Scene	Linking
1	10	study	BC	Scene	8	259.2	392.4	1959	2133	174	Left	Scene	Linking
1	10	study	BC	Scene	8	768.6	398.1	2195	2392	197	Right	Object	Unique
1	10	study	BC	Scene	8	267.7	438	2454	2610	156	Left	Scene	Linking
1	10	study	BC	Scene	8	255.1	444.2	2622	3204	582	Left	Scene	Linking
1	10	study	BC	Scene	8	256.1	443.9	3218	3341	123	Left	Scene	Linking
1	11	study	BC	Scene	2	295.5	393.2	1993	2087	94	Left	Scene	Linking
1	11	study	BC	Scene	2	780.6	374.9	2139	2964	825	Right	Object	Unique
1	11	study	BC	Scene	2	257.1	385.3	3009	3729	720	Left	Scene	Linking
1	11	study	BC	Scene	2	324.3	404.8	3899	3947	48	Left	Scene	Linking
1	11	study	BC	Scene	2	342.7	437.6	3957	4167	210	Left	Scene	Linking
1	12	study	BC	Scene	3	290.9	361.2	1922	2138	216	Left	Object	Unique
1	12	study	BC	Scene	3	268.1	325.7	2150	2296	146	Left	Object	Unique
1	12	study	BC	Scene	3	739.1	376.1	2490	2678	188	Right	Scene	Linking
