"Participant"	"ExperimentPhase"	"Category"	"TestType"	"PairType"	"Accuracy"	"Hemisphere"	"Area"	"ROIGroup"	"ROISize"	"Beta"
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	67	5.24846946268657
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"CA1"	"HC"	107	-3.02973653271028
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Sub"	"HC"	79	-4.37761673417721
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"CA23DG"	"HC"	172	-2.19453609883721
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	86	-1.5728418255814
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"PHC"	"MTL"	495	10.3296998888889
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"alERC"	"MTL"	181	0.361318104972376
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"PRC"	"MTL"	617	4.81171262074554
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"pmERC"	"MTL"	51	-3.15840843137255
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"CA1"	"HC"	113	-1.67811849557522
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	51	-3.44406449019608
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Sub"	"HC"	105	-5.18598376190476
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"CA23DG"	"HC"	169	-3.16661778698225
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"PRC"	"MTL"	660	2.99391673181818
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"alERC"	"MTL"	174	1.27175785057471
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"PHC"	"MTL"	452	7.20611311504425
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"pmERC"	"MTL"	94	-5.40878554255319
"sub-1012"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	47	-1.28931908510638
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	67	0.477047208955224
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"CA1"	"HC"	107	-8.77900941121495
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Sub"	"HC"	79	-10.0965550886076
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"CA23DG"	"HC"	172	-17.0514005174419
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Hipp Tail"	"HC"	86	-3.06500636046512
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"PHC"	"MTL"	495	0.40094804040404
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"alERC"	"MTL"	181	-2.80604005524862
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"PRC"	"MTL"	617	0.419470852512156
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"pmERC"	"MTL"	51	-14.5202381176471
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"CA1"	"HC"	113	-3.43015377876106
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Hipp Tail"	"HC"	51	-8.6881731372549
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Sub"	"HC"	105	-7.46062457142857
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"CA23DG"	"HC"	169	-11.9234953846154
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"PRC"	"MTL"	660	2.28013530454545
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"alERC"	"MTL"	174	2.02862052873563
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"PHC"	"MTL"	452	0.301551194690265
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"pmERC"	"MTL"	94	-7.84094111702128
"sub-1012"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Ant Hipp Head"	"HC"	47	5.87313655319149
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	67	-5.41570589552239
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"CA1"	"HC"	107	5.69141323364486
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Sub"	"HC"	79	-2.57312175949367
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"CA23DG"	"HC"	172	-3.72202191860465
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	86	-2.86926123255814
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"PHC"	"MTL"	495	9.86683302424242
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"alERC"	"MTL"	181	-0.0435402154696132
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"PRC"	"MTL"	617	5.29717649594814
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"pmERC"	"MTL"	51	-3.0557967254902
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"CA1"	"HC"	113	1.68716283185841
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	51	-1.88901978431373
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Sub"	"HC"	105	-2.49937027619048
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"CA23DG"	"HC"	169	4.19944707100592
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"PRC"	"MTL"	660	3.50725776818182
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"alERC"	"MTL"	174	3.1076326091954
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"PHC"	"MTL"	452	9.76607609513274
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"pmERC"	"MTL"	94	-7.93094436170213
"sub-1012"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	47	-0.212905042553191
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	67	2.88058813432836
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"CA1"	"HC"	107	0.729067056074766
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Sub"	"HC"	79	4.035429
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"CA23DG"	"HC"	172	10.0672314302326
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Hipp Tail"	"HC"	86	3.3199788255814
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"PHC"	"MTL"	495	16.5994591636364
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"alERC"	"MTL"	181	-0.788721497237569
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"PRC"	"MTL"	617	6.187901089141
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"pmERC"	"MTL"	51	-2.63970398039216
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"CA1"	"HC"	113	3.9146362300885
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"Hipp Tail"	"HC"	51	4.68723305882353
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"Sub"	"HC"	105	-3.09027825714286
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"CA23DG"	"HC"	169	12.8047246804734
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"PRC"	"MTL"	660	3.27942864848485
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"alERC"	"MTL"	174	0.208581896551724
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"PHC"	"MTL"	452	14.0234454115044
"sub-1012"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"pmERC"	"MTL"	94	0.0100534787234042
