"Participant"	"ExperimentPhase"	"Category"	"TestType"	"PairType"	"Accuracy"	"Hemisphere"	"Area"	"ROIGroup"	"ROISize"	"Beta"
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	73	0.445380287671233
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"CA1"	"HC"	129	-4.82936599224806
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Sub"	"HC"	117	0.553794444444445
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"CA23DG"	"HC"	243	-1.02618344444444
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	88	-0.894447761363636
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"PHC"	"MTL"	462	6.36497091341991
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"alERC"	"MTL"	158	3.08426987974684
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"PRC"	"MTL"	954	8.67723531865828
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"pmERC"	"MTL"	91	5.67229864835165
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"CA1"	"HC"	102	5.16429304901961
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	110	2.56037006363636
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Sub"	"HC"	112	3.23314138392857
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"CA23DG"	"HC"	206	0.273471359223301
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"PRC"	"MTL"	873	4.88394066895762
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"alERC"	"MTL"	134	0.719318776119403
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"PHC"	"MTL"	474	7.71681739451477
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"pmERC"	"MTL"	78	1.76183069230769
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	73	-3.00387856164384
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"FFA"	"LocCat"	176	59.1687585738636
"sub-1023"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"FFA"	"LocCat"	160	64.4630050125
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	73	7.24204779452055
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"CA1"	"HC"	129	-0.793026062015504
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Sub"	"HC"	117	-0.82052529059829
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"CA23DG"	"HC"	243	3.68927055144033
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Hipp Tail"	"HC"	88	0.388156829545455
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"PHC"	"MTL"	462	7.16188141341991
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"alERC"	"MTL"	158	2.07673718987342
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"PRC"	"MTL"	954	8.64253100524109
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"pmERC"	"MTL"	91	7.08282942857143
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"CA1"	"HC"	102	4.63999340196078
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Hipp Tail"	"HC"	110	-3.63052513636364
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Sub"	"HC"	112	2.89284672321429
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"CA23DG"	"HC"	206	6.48595213106796
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"PRC"	"MTL"	873	3.80216220847652
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"alERC"	"MTL"	134	4.69172879104478
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"PHC"	"MTL"	474	3.5916442742616
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"pmERC"	"MTL"	78	-0.665529153846154
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Ant Hipp Head"	"HC"	73	8.55979984931507
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"FFA"	"LocCat"	176	66.7753206761364
"sub-1023"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"FFA"	"LocCat"	160	65.6881654875
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	73	2.88190821917808
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"CA1"	"HC"	129	-2.41205073643411
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Sub"	"HC"	117	-1.3309887008547
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"CA23DG"	"HC"	243	-1.44207374485597
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	88	-2.86497654545455
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"PHC"	"MTL"	462	9.17822674025974
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"alERC"	"MTL"	158	-0.785075626582278
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"PRC"	"MTL"	954	6.11967992767296
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"pmERC"	"MTL"	91	-0.887285142857143
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"CA1"	"HC"	102	1.49003975490196
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	110	-1.2068711
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Sub"	"HC"	112	2.68561953571429
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"CA23DG"	"HC"	206	0.709197368932039
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"PRC"	"MTL"	873	3.65761137800687
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"alERC"	"MTL"	134	-1.33030131343284
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"PHC"	"MTL"	474	7.48307849578059
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"pmERC"	"MTL"	78	3.83886524358974
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	73	-5.92056791780822
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"FFA"	"LocCat"	176	51.0561758409091
"sub-1023"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"FFA"	"LocCat"	160	47.81163865
"sub-1023"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	73	1.8360765890411
"sub-1023"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"CA1"	"HC"	129	-8.16565868992248
"sub-1023"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Sub"	"HC"	117	-2.50322199145299
"sub-1023"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"CA23DG"	"HC"	243	-11.0411216255144
"sub-1023"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Hipp Tail"	"HC"	88	-3.50261559090909
"sub-1023"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"PHC"	"MTL"	462	8.2178725974026
"sub-1023"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"alERC"	"MTL"	158	-0.301786943037975
"sub-1023"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"PRC"	"MTL"	954	4.11898007966457
"sub-1023"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"pmERC"	"MTL"	91	4.8339574945055
"sub-1023"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"CA1"	"HC"	102	0.742044745098039
"sub-1023"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"Hipp Tail"	"HC"	110	-1.70344638181818
