"Participant"	"ExperimentPhase"	"Category"	"TestType"	"PairType"	"Accuracy"	"Hemisphere"	"Area"	"ROIGroup"	"ROISize"	"Beta"
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Sub"	"HC"	95	1.04245518947368
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"CA23DG"	"HC"	202	-2.0348874009901
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	91	0.765610472527472
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"PHC"	"MTL"	472	10.5829232563559
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"alERC"	"MTL"	113	-3.99200537168142
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"PRC"	"MTL"	426	-0.514432546948357
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"pmERC"	"MTL"	74	4.81116327027027
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"CA1"	"HC"	120	1.5335
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	90	5.28367974444444
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Sub"	"HC"	105	-0.859037504761905
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"CA23DG"	"HC"	188	-1.89493132978723
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"PRC"	"MTL"	625	5.23011124
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"alERC"	"MTL"	120	-2.29338780833333
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"PHC"	"MTL"	601	6.97703373710483
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"pmERC"	"MTL"	89	-1.35255873033708
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	108	4.06034027777778
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"FFA"	"LocCat"	303	31.2510918547855
"sub-1018"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"FFA"	"LocCat"	261	44.2618405402299
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	56	11.8907442142857
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"CA1"	"HC"	144	-1.80246782638889
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Sub"	"HC"	95	3.29250816842105
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"CA23DG"	"HC"	202	3.83744838118812
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Hipp Tail"	"HC"	91	-1.56894562637363
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"PHC"	"MTL"	472	10.2090549936441
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"alERC"	"MTL"	113	3.25606474336283
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"PRC"	"MTL"	426	1.4003682370892
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"pmERC"	"MTL"	74	7.79364766216216
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"CA1"	"HC"	120	2.310866525
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"Hipp Tail"	"HC"	90	5.58679734444444
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"Sub"	"HC"	105	-3.45009173333333
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"CA23DG"	"HC"	188	1.06983190957447
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"PRC"	"MTL"	625	5.8937254784
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"alERC"	"MTL"	120	-0.199411358333334
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"PHC"	"MTL"	601	9.97714321963394
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"pmERC"	"MTL"	89	5.46011053932584
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"Ant Hipp Head"	"HC"	108	7.07918462962963
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"FFA"	"LocCat"	303	31.5463148745875
"sub-1018"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"FFA"	"LocCat"	261	50.1508489463602
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"Ant Hipp Head"	"HC"	56	2.35317566071429
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"CA1"	"HC"	144	-4.00018596527778
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"Sub"	"HC"	95	-2.51341766315789
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"CA23DG"	"HC"	202	-4.29199559405941
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"Hipp Tail"	"HC"	91	0.642761428571429
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"PHC"	"MTL"	472	9.75280460805085
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"alERC"	"MTL"	113	1.22349546017699
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"PRC"	"MTL"	426	2.4593788685446
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"pmERC"	"MTL"	74	-1.35531425675676
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"CA1"	"HC"	120	-4.80282543333333
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"Hipp Tail"	"HC"	90	1.48336883333333
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"Sub"	"HC"	105	-2.2970361047619
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"CA23DG"	"HC"	188	-3.38721864361702
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"PRC"	"MTL"	625	1.0322775792
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"alERC"	"MTL"	120	-4.85759540833333
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"PHC"	"MTL"	601	7.88143506489185
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"pmERC"	"MTL"	89	-5.37887911235955
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"Ant Hipp Head"	"HC"	108	1.91928681481481
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"FFA"	"LocCat"	303	26.9692109933993
"sub-1018"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"FFA"	"LocCat"	261	41.3927922490421
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"Ant Hipp Head"	"HC"	56	-1.254524125
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"CA1"	"HC"	144	-7.78727967361111
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"Sub"	"HC"	95	-3.42244310526316
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"CA23DG"	"HC"	202	-6.92857475742574
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"Hipp Tail"	"HC"	91	-2.67155204395604
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"PHC"	"MTL"	472	6.53755349364407
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"alERC"	"MTL"	113	3.91175720353982
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"PRC"	"MTL"	426	0.328698568075117
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"pmERC"	"MTL"	74	-2.76854577027027
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"CA1"	"HC"	120	-7.299959975
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"Hipp Tail"	"HC"	90	-0.652915266666667
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"Sub"	"HC"	105	2.33456783809524
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"CA23DG"	"HC"	188	-3.41205003723404
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"PRC"	"MTL"	625	0.7331095776
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"alERC"	"MTL"	120	-6.40082068333333
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"PHC"	"MTL"	601	5.27901506322795
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"pmERC"	"MTL"	89	-6.13224239325843
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"Ant Hipp Head"	"HC"	108	1.69580537037037
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"FFA"	"LocCat"	303	28.7023855841584
"sub-1018"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"FFA"	"LocCat"	261	37.7721502873563
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"Ant Hipp Head"	"HC"	56	5.211807125
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"CA1"	"HC"	144	-2.21760261111111
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"Sub"	"HC"	95	-1.04496301052632
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"CA23DG"	"HC"	202	-6.1240931980198
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"Hipp Tail"	"HC"	91	1.04630363736264
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"PHC"	"MTL"	472	19.720102
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"alERC"	"MTL"	113	1.89251237168142
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"PRC"	"MTL"	426	1.40653069953052
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"pmERC"	"MTL"	74	-1.34445133783784
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"CA1"	"HC"	120	-0.132574883333333
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"Hipp Tail"	"HC"	90	1.39002538888889
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"Sub"	"HC"	105	-1.47186979047619
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"CA23DG"	"HC"	188	-8.52144286702128
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"PRC"	"MTL"	625	3.4677311552
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"alERC"	"MTL"	120	-3.28833433333333
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"PHC"	"MTL"	601	11.9181366006656
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"pmERC"	"MTL"	89	1.83145301123596
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"Ant Hipp Head"	"HC"	108	-4.71957959259259
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"FFA"	"LocCat"	303	10.4892620132013
"sub-1018"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"FFA"	"LocCat"	261	22.2416944252874
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"Ant Hipp Head"	"HC"	56	0.268961875
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"CA1"	"HC"	144	-4.15697095833333
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"Sub"	"HC"	95	2.44655584210526
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"CA23DG"	"HC"	202	-5.63051455940594
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"Hipp Tail"	"HC"	91	1.68405607692308
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"PHC"	"MTL"	472	17.5818399088983
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"alERC"	"MTL"	113	2.91672337168142
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"PRC"	"MTL"	426	1.41572314084507
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"pmERC"	"MTL"	74	-0.986311405405405
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"CA1"	"HC"	120	-2.16125579166667
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"Hipp Tail"	"HC"	90	3.32565724444444
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"Sub"	"HC"	105	-2.92118092380952
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"CA23DG"	"HC"	188	-10.1515192446809
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"PRC"	"MTL"	625	1.3134523104
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"alERC"	"MTL"	120	-2.14265684166667
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"PHC"	"MTL"	601	13.1379903227953
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"pmERC"	"MTL"	89	-1.3705256741573
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"Ant Hipp Head"	"HC"	108	-0.618646138888889
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"FFA"	"LocCat"	303	6.49199361716172
"sub-1018"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"FFA"	"LocCat"	261	15.1871455708812
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	56	8.47392133928571
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"CA1"	"HC"	144	-3.43471425694444
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"Sub"	"HC"	95	-0.668230747368421
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"CA23DG"	"HC"	202	-3.92543941584158
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	91	-1.01665473626374
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"PHC"	"MTL"	472	17.8890896228814
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"alERC"	"MTL"	113	-0.533183654867257
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"PRC"	"MTL"	426	-1.0543479741784
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"pmERC"	"MTL"	74	6.65462343243243
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"CA1"	"HC"	120	-4.69036295
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	90	-4.5535291
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"Sub"	"HC"	105	-4.37108788571429
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"CA23DG"	"HC"	188	-7.86610485638298
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"PRC"	"MTL"	625	-1.11071612
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"alERC"	"MTL"	120	2.84615901666667
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"PHC"	"MTL"	601	14.9866220848586
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"pmERC"	"MTL"	89	6.90041768539326
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	108	3.58806027777778
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"FFA"	"LocCat"	303	4.62466800330033
"sub-1018"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"FFA"	"LocCat"	261	17.4451142605364
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	56	8.19607744642857
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"CA1"	"HC"	144	-2.97730590277778
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"Sub"	"HC"	95	-1.97079328421053
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"CA23DG"	"HC"	202	-6.64596958415842
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"Hipp Tail"	"HC"	91	0.315354802197802
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"PHC"	"MTL"	472	12.586073154661
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"alERC"	"MTL"	113	4.13923353982301
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"PRC"	"MTL"	426	2.07840422065728
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"pmERC"	"MTL"	74	-0.922081837837838
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"CA1"	"HC"	120	-2.8875128
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"Hipp Tail"	"HC"	90	-7.30093654444444
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"Sub"	"HC"	105	-18.0907181142857
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"CA23DG"	"HC"	188	-8.46103954255319
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"PRC"	"MTL"	625	1.5867810064
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"alERC"	"MTL"	120	2.75940151666667
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"PHC"	"MTL"	601	13.7908860549085
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"pmERC"	"MTL"	89	2.60855211235955
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"Ant Hipp Head"	"HC"	108	-1.04827072222222
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"FFA"	"LocCat"	303	-0.128590656765677
"sub-1018"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"FFA"	"LocCat"	261	13.8621087547893
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	56	10.301448125
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"CA1"	"HC"	144	-2.26210365972222
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"Sub"	"HC"	95	-3.49278257894737
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"CA23DG"	"HC"	202	0.65417949009901
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	91	4.33507645054945
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"PHC"	"MTL"	472	23.6736327648305
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"alERC"	"MTL"	113	8.53972525663717
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"PRC"	"MTL"	426	2.07052407511737
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"pmERC"	"MTL"	74	8.29862087837838
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"CA1"	"HC"	120	0.630444241666667
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	90	-1.85459184444444
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"Sub"	"HC"	105	-3.7928525047619
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"CA23DG"	"HC"	188	-1.45390070212766
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"PRC"	"MTL"	625	2.3669527248
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"alERC"	"MTL"	120	4.930069275
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"PHC"	"MTL"	601	15.28795978203
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"pmERC"	"MTL"	89	12.4251032808989
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	108	5.12534157407407
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"FFA"	"LocCat"	303	6.28559901650165
"sub-1018"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"FFA"	"LocCat"	261	16.488828302682
"sub-1018"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	56	2.85017330357143
"sub-1018"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"CA1"	"HC"	144	-2.01162920138889
"sub-1018"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"Sub"	"HC"	95	-8.34572570526316
"sub-1018"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"CA23DG"	"HC"	202	-4.44616858910891
"sub-1018"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"Hipp Tail"	"HC"	91	0.354591714285715
"sub-1018"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"PHC"	"MTL"	472	16.5222599724576
"sub-1018"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"alERC"	"MTL"	113	3.52420227433628
