"Participant"	"ExperimentPhase"	"Category"	"Hemisphere"	"Area"	"ROISize"	"Beta"
"sub-1010"	"localiser"	"face"	"Left"	"Ant Hipp Head"	89	3.40866165168539
"sub-1010"	"localiser"	"face"	"Left"	"CA1"	135	1.55821860740741
"sub-1010"	"localiser"	"face"	"Left"	"CA23DG"	194	5.24982385051546
"sub-1010"	"localiser"	"face"	"Left"	"Hipp Tail"	79	2.58831763291139
"sub-1010"	"localiser"	"face"	"Left"	"PHC"	593	1.44318002023609
"sub-1010"	"localiser"	"face"	"Left"	"PRC"	694	3.82040205043228
"sub-1010"	"localiser"	"face"	"Left"	"Sub"	123	4.9286965203252
"sub-1010"	"localiser"	"face"	"Left"	"alERC"	130	4.78498246923077
"sub-1010"	"localiser"	"face"	"Left"	"pmERC"	115	6.56582029565217
"sub-1010"	"localiser"	"face"	"Right"	"Ant Hipp Head"	123	5.04560604878049
"sub-1010"	"localiser"	"face"	"Right"	"CA1"	138	2.09445757971015
"sub-1010"	"localiser"	"face"	"Right"	"CA23DG"	238	5.31078168487395
"sub-1010"	"localiser"	"face"	"Right"	"Hipp Tail"	71	1.99592488732394
"sub-1010"	"localiser"	"face"	"Right"	"PHC"	594	2.19854342424242
"sub-1010"	"localiser"	"face"	"Right"	"PRC"	489	5.76999313087935
"sub-1010"	"localiser"	"face"	"Right"	"Sub"	101	2.94211312871287
"sub-1010"	"localiser"	"face"	"Right"	"alERC"	121	5.74819882644628
"sub-1010"	"localiser"	"face"	"Right"	"pmERC"	110	4.41793487272727
"sub-1010"	"localiser"	"obj"	"Left"	"Ant Hipp Head"	89	5.73723849438202
"sub-1010"	"localiser"	"obj"	"Left"	"CA1"	135	-2.05052920740741
"sub-1010"	"localiser"	"obj"	"Left"	"CA23DG"	194	1.87620276804124
"sub-1010"	"localiser"	"obj"	"Left"	"Hipp Tail"	79	3.32869456962025
"sub-1010"	"localiser"	"obj"	"Left"	"PHC"	593	9.6695378381113
"sub-1010"	"localiser"	"obj"	"Left"	"PRC"	694	3.30207734582133
"sub-1010"	"localiser"	"obj"	"Left"	"Sub"	123	-0.447955601626016
"sub-1010"	"localiser"	"obj"	"Left"	"alERC"	130	4.82570632307692
"sub-1010"	"localiser"	"obj"	"Left"	"pmERC"	115	11.3056800956522
"sub-1010"	"localiser"	"obj"	"Right"	"Ant Hipp Head"	123	3.35258281300813
"sub-1010"	"localiser"	"obj"	"Right"	"CA1"	138	-1.13854021014493
"sub-1010"	"localiser"	"obj"	"Right"	"CA23DG"	238	2.28247255882353
"sub-1010"	"localiser"	"obj"	"Right"	"Hipp Tail"	71	0.984240507042254
"sub-1010"	"localiser"	"obj"	"Right"	"PHC"	594	11.7639114191919
"sub-1010"	"localiser"	"obj"	"Right"	"PRC"	489	4.59952040899795
"sub-1010"	"localiser"	"obj"	"Right"	"Sub"	101	2.51073055445545
"sub-1010"	"localiser"	"obj"	"Right"	"alERC"	121	6.90804232231405
"sub-1010"	"localiser"	"obj"	"Right"	"pmERC"	110	10.1476221454545
"sub-1010"	"localiser"	"scene"	"Left"	"Ant Hipp Head"	89	2.26124292134831
"sub-1010"	"localiser"	"scene"	"Left"	"CA1"	135	-1.75396865185185
"sub-1010"	"localiser"	"scene"	"Left"	"CA23DG"	194	7.39781887628866
"sub-1010"	"localiser"	"scene"	"Left"	"Hipp Tail"	79	0.683767379746836
"sub-1010"	"localiser"	"scene"	"Left"	"PHC"	593	18.3082936812816
"sub-1010"	"localiser"	"scene"	"Left"	"PRC"	694	4.09139945100865
"sub-1010"	"localiser"	"scene"	"Left"	"Sub"	123	5.59724018699187
"sub-1010"	"localiser"	"scene"	"Left"	"alERC"	130	4.18553184615385
"sub-1010"	"localiser"	"scene"	"Left"	"pmERC"	115	18.2264436782609
"sub-1010"	"localiser"	"scene"	"Right"	"Ant Hipp Head"	123	9.18138316260163
"sub-1010"	"localiser"	"scene"	"Right"	"CA1"	138	0.921838152173913
"sub-1010"	"localiser"	"scene"	"Right"	"CA23DG"	238	8.5218488907563
"sub-1010"	"localiser"	"scene"	"Right"	"Hipp Tail"	71	-1.48592566197183
"sub-1010"	"localiser"	"scene"	"Right"	"PHC"	594	26.3265251161616
"sub-1010"	"localiser"	"scene"	"Right"	"PRC"	489	4.11065040490798
"sub-1010"	"localiser"	"scene"	"Right"	"Sub"	101	7.12491215841584
"sub-1010"	"localiser"	"scene"	"Right"	"alERC"	121	6.24374199173554
"sub-1010"	"localiser"	"scene"	"Right"	"pmERC"	110	14.0741234727273
