"Participant"	"ExperimentPhase"	"Category"	"TestType"	"PairType"	"Accuracy"	"Hemisphere"	"Area"	"ROIGroup"	"ROISize"	"Beta"
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"PHC"	"MTL"	358	8.59185455586592
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"alERC"	"MTL"	172	-2.68958402906977
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"PRC"	"MTL"	364	1.39508016208791
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"pmERC"	"MTL"	88	-6.47629986363636
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"CA1"	"HC"	110	-1.76074220909091
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"Hipp Tail"	"HC"	121	-1.16994811570248
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"Sub"	"HC"	100	-3.27494896
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"CA23DG"	"HC"	193	-4.43705540414508
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"PRC"	"MTL"	479	3.73797272442589
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"alERC"	"MTL"	121	2.93558466115702
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"PHC"	"MTL"	440	-3.98352936590909
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"pmERC"	"MTL"	100	8.28798607
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"Ant Hipp Head"	"HC"	47	-7.15663942553191
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"FFA"	"LocCat"	249	53.4393435461847
"sub-1019"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"FFA"	"LocCat"	115	33.8641546173913
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"Ant Hipp Head"	"HC"	56	-1.30030294642857
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"CA1"	"HC"	138	-1.61789194202899
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"Sub"	"HC"	89	-2.50903026966292
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"CA23DG"	"HC"	265	0.600297094339623
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"Hipp Tail"	"HC"	62	1.62852319354839
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"PHC"	"MTL"	358	14.3775330810056
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"alERC"	"MTL"	172	9.51980506976744
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"PRC"	"MTL"	364	6.5658085467033
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"pmERC"	"MTL"	88	3.09719025
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"CA1"	"HC"	110	0.168408909090909
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"Hipp Tail"	"HC"	121	3.31887057024793
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"Sub"	"HC"	100	4.10973306
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"CA23DG"	"HC"	193	1.22973156994819
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"PRC"	"MTL"	479	4.08973720668058
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"alERC"	"MTL"	121	2.92610496694215
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"PHC"	"MTL"	440	10.119123425
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"pmERC"	"MTL"	100	13.34173349
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"Ant Hipp Head"	"HC"	47	5.9650960212766
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Right"	"FFA"	"LocCat"	249	23.0049362811245
"sub-1019"	"test"	"face"	"indir"	"test"	"Correct"	"Left"	"FFA"	"LocCat"	115	5.47494411304348
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"Ant Hipp Head"	"HC"	56	-0.605273392857143
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"CA1"	"HC"	138	0.403642369565217
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"Sub"	"HC"	89	-2.46459660674157
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"CA23DG"	"HC"	265	-2.99041505660377
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"Hipp Tail"	"HC"	62	-3.72262917741935
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"PHC"	"MTL"	358	11.3482858100559
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"alERC"	"MTL"	172	6.93287274418605
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"PRC"	"MTL"	364	4.16645796978022
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"pmERC"	"MTL"	88	-0.257596863636364
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"CA1"	"HC"	110	-3.35807136363636
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"Hipp Tail"	"HC"	121	7.56355461157025
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"Sub"	"HC"	100	0.42121366
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"CA23DG"	"HC"	193	1.91037825906736
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"PRC"	"MTL"	479	5.64642416492693
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"alERC"	"MTL"	121	6.66628187603306
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"PHC"	"MTL"	440	4.65429315454545
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"pmERC"	"MTL"	100	5.94676105
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"Ant Hipp Head"	"HC"	47	1.75840327659574
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Right"	"FFA"	"LocCat"	249	22.2549934899598
"sub-1019"	"test"	"face"	"indir"	"test"	"Incorrect"	"Left"	"FFA"	"LocCat"	115	0.376125834782609
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	56	5.11072219642857
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"CA1"	"HC"	138	-2.77652487681159
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"Sub"	"HC"	89	6.53802684269663
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"CA23DG"	"HC"	265	-5.04337695849057
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	62	2.92061224193548
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"PHC"	"MTL"	358	38.8325731005587
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"alERC"	"MTL"	172	3.52736901162791
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"PRC"	"MTL"	364	1.04242471428571
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"pmERC"	"MTL"	88	8.27963
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"CA1"	"HC"	110	3.97699105454545
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	121	1.66970147107438
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"Sub"	"HC"	100	0.0717776700000001
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"CA23DG"	"HC"	193	-4.8997453626943
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"PRC"	"MTL"	479	-1.53529745720251
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"alERC"	"MTL"	121	2.45832550413223
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"PHC"	"MTL"	440	19.4626179340909
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"pmERC"	"MTL"	100	7.83994855
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	47	0.0936745319148938
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Right"	"FFA"	"LocCat"	249	16.9553645943775
"sub-1019"	"study"	"scene"	"study"	"AB"	"Forgotten"	"Left"	"FFA"	"LocCat"	115	-7.96203369565217
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	56	0.835132821428571
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"CA1"	"HC"	138	-2.06501958695652
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"Sub"	"HC"	89	4.57263785393258
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"CA23DG"	"HC"	265	-6.52782336603774
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"Hipp Tail"	"HC"	62	2.92463412903226
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"PHC"	"MTL"	358	36.1112607569832
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"alERC"	"MTL"	172	5.21899490116279
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"PRC"	"MTL"	364	1.81581245054945
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"pmERC"	"MTL"	88	10.9091859090909
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"CA1"	"HC"	110	3.48603771818182
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"Hipp Tail"	"HC"	121	5.78745069421488
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"Sub"	"HC"	100	-0.97013973
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"CA23DG"	"HC"	193	-4.18166607253886
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"PRC"	"MTL"	479	-2.6712927223382
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"alERC"	"MTL"	121	6.47001701652893
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"PHC"	"MTL"	440	17.3921423
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"pmERC"	"MTL"	100	9.43546815
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"Ant Hipp Head"	"HC"	47	3.04659408510638
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Right"	"FFA"	"LocCat"	249	17.8812358313253
"sub-1019"	"study"	"scene"	"study"	"AB"	"Remembered"	"Left"	"FFA"	"LocCat"	115	-8.72959276521739
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	56	11.8164214464286
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"CA1"	"HC"	138	-3.95067412318841
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"Sub"	"HC"	89	6.01038598876405
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"CA23DG"	"HC"	265	-3.38932029811321
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	62	1.47089062903226
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"PHC"	"MTL"	358	39.3456749134078
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"alERC"	"MTL"	172	5.92781959302326
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"PRC"	"MTL"	364	6.06507044505495
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"pmERC"	"MTL"	88	16.6093992727273
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"CA1"	"HC"	110	4.24008447272727
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	121	1.90927619008264
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"Sub"	"HC"	100	0.84878451
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"CA23DG"	"HC"	193	1.03866720725389
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"PRC"	"MTL"	479	4.8177483256785
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"alERC"	"MTL"	121	5.1727077768595
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"PHC"	"MTL"	440	20.0221055545455
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"pmERC"	"MTL"	100	16.52125872
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	47	12.4095542553191
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Right"	"FFA"	"LocCat"	249	18.113596184739
"sub-1019"	"study"	"scene"	"study"	"BC"	"Forgotten"	"Left"	"FFA"	"LocCat"	115	12.8487939652174
"sub-1019"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	56	14.189830875
"sub-1019"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"CA1"	"HC"	138	1.57788298550725
"sub-1019"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"Sub"	"HC"	89	6.20427941573034
"sub-1019"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"CA23DG"	"HC"	265	-2.83946685283019
"sub-1019"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"Hipp Tail"	"HC"	62	2.79078829032258
"sub-1019"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"PHC"	"MTL"	358	42.4069557346369
"sub-1019"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"alERC"	"MTL"	172	5.0560613255814
"sub-1019"	"study"	"scene"	"study"	"BC"	"Remembered"	"Right"	"PRC"	"MTL"	364	6.01946118956044
