block	trial	phase	pairtype	category	pairnum	fix_x_pos	fix_y_pos	fix_start_time	fix_end_time	fix_dwell_time	ia_side	ia_item_category	ia_item_type
1	1	study	AB	Face	2	290.4	400.6	4312	4611	299	Left	Object	Unique
1	1	study	AB	Face	2	816.9	388.9	4665	5215	550	Right	Face	Linking
1	1	study	AB	Face	2	301.6	396.8	5271	5690	419	Left	Object	Unique
1	1	study	AB	Face	2	402.8	501.2	5950	6404	454	Left	Object	Unique
1	1	study	AB	Face	2	819.3	502.5	6440	6603	163	Right	Face	Linking
1	2	study	AB	Face	1	307.1	365.4	8005	8169	164	Left	Object	Unique
1	2	study	AB	Face	1	794.8	403.4	8221	8587	366	Right	Face	Linking
1	2	study	AB	Face	1	268.8	366	8639	9134	495	Left	Object	Unique
1	2	study	AB	Face	1	746.5	427.6	9187	9236	49	Right	Face	Linking
1	2	study	AB	Face	1	319	465.7	9608	10073	465	Left	Object	Unique
1	2	study	AB	Face	1	839.2	458.2	10131	10357	226	Right	Face	Linking
1	3	study	AB	Face	4	283.5	370.5	1962	2295	333	Left	Face	Linking
1	3	study	AB	Face	4	812.1	417.6	2352	2626	274	Right	Object	Unique
1	3	study	AB	Face	4	243.4	353	2688	2786	98	Left	Face	Linking
1	3	study	AB	Face	4	343.4	490.8	3130	4111	981	Left	Face	Linking
1	3	study	AB	Face	4	329	380.1	4596	4678	82	Left	Face	Linking
1	4	study	AB	Face	8	262.2	325.7	1923	2223	300	Left	Face	Linking
1	4	study	AB	Face	8	808.1	391.2	2280	2583	303	Right	Object	Unique
1	4	study	AB	Face	8	235.4	382.4	2650	2830	180	Left	Face	Linking
1	4	study	AB	Face	8	314.3	427.7	2862	3012	150	Left	Face	Linking
1	5	study	AB	Face	5	261.2	284.2	1808	2007	199	Left	Object	Unique
1	5	study	AB	Face	5	819.9	360.1	2059	2576	517	Right	Face	Linking
1	5	study	AB	Face	5	303	364.9	2629	3247	618	Left	Object	Unique
1	5	study	AB	Face	5	772.5	400.9	3648	3857	209	Right	Face	Linking
1	6	study	AB	Face	3	262	307.9	3908	4102	194	Left	Face	Linking
1	6	study	AB	Face	3	799.1	374	4159	4418	259	Right	Object	Unique
1	6	study	AB	Face	3	795.9	396.3	4427	4637	210	Right	Object	Unique
1	6	study	AB	Face	3	231	351.7	4694	4881	187	Left	Face	Linking
1	6	study	AB	Face	3	300.9	403.8	4921	5354	433	Left	Face	Linking
1	6	study	AB	Face	3	806.2	439.1	5411	5773	362	Right	Object	Unique
1	6	study	AB	Face	3	798.1	448.3	5788	6019	231	Right	Object	Unique
1	6	study	AB	Face	3	221.6	375.8	6078	6251	173	Left	Face	Linking
1	6	study	AB	Face	3	275.1	350.2	6279	6671	392	Left	Face	Linking
1	7	study	AB	Face	6	269.2	307.1	3949	4197	248	Left	Object	Unique
1	7	study	AB	Face	6	819.8	390	4254	4693	439	Right	Face	Linking
1	7	study	AB	Face	6	305.7	434.6	5112	5882	770	Left	Object	Unique
1	7	study	AB	Face	6	854.2	403.6	5941	6174	233	Right	Face	Linking
1	7	study	AB	Face	6	807.8	373.8	6197	6446	249	Right	Face	Linking
1	7	study	AB	Face	6	180.6	409.9	6514	6680	166	Left	Object	Unique
1	7	study	AB	Face	6	257.8	425	6706	6720	14	Left	Object	Unique
1	8	study	AB	Face	7	252.4	312.1	1889	2081	192	Left	Face	Linking
1	8	study	AB	Face	7	290.9	350.4	2110	2209	99	Left	Face	Linking
1	8	study	AB	Face	7	791.4	419.2	2266	2650	384	Right	Object	Unique
1	8	study	AB	Face	7	773.7	357.4	2668	2865	197	Right	Object	Unique
1	9	study	BC	Face	8	778.8	403.6	6113	6337	224	Right	Face	Linking
1	9	study	BC	Face	8	263	341.4	6392	6722	330	Left	Object	Unique
1	9	study	BC	Face	8	338.5	353.1	6747	7302	555	Left	Object	Unique
1	9	study	BC	Face	8	300.1	349.6	7330	7544	214	Left	Object	Unique
1	9	study	BC	Face	8	806.8	396.4	7599	7917	318	Right	Face	Linking
1	10	study	BC	Face	7	297.9	286.9	1965	2180	215	Left	Object	Unique
1	10	study	BC	Face	7	823.1	381.2	2236	2472	236	Right	Face	Linking
1	10	study	BC	Face	7	783.5	396	2496	2726	230	Right	Face	Linking
1	10	study	BC	Face	7	391.5	494.2	2780	2928	148	Left	Object	Unique
1	11	study	BC	Face	5	261.7	264.6	3932	4192	260	Left	Face	Linking
1	11	study	BC	Face	5	787.9	384.7	4246	4867	621	Right	Object	Unique
1	11	study	BC	Face	5	267.9	366.7	4925	5554	629	Left	Face	Linking
1	11	study	BC	Face	5	247	474.9	6166	6320	154	Left	Face	Linking
1	12	study	BC	Face	2	266.1	316.5	2001	2160	159	Left	Face	Linking
1	12	study	BC	Face	2	799.5	434.6	2214	2501	287	Right	Object	Unique
1	12	study	BC	Face	2	244.2	406.2	2567	2738	171	Left	Face	Linking
1	12	study	BC	Face	2	280.3	404.7	2758	2955	197	Left	Face	Linking
1	12	study	BC	Face	2	819.8	482.6	3012	3450	438	Right	Object	Unique
1	13	study	BC	Face	4	310.4	358.3	7981	8203	222	Left	Object	Unique
1	13	study	BC	Face	4	818.8	396.5	8260	8510	250	Right	Face	Linking
1	13	study	BC	Face	4	780.1	372.4	8529	8742	213	Right	Face	Linking
1	13	study	BC	Face	4	260.2	402	8799	9688	889	Left	Object	Unique
1	13	study	BC	Face	4	805.7	418.4	9747	10408	661	Right	Face	Linking
1	13	study	BC	Face	4	259.8	453.4	10670	10713	43	Left	Object	Unique
1	14	study	BC	Face	3	235.6	299.3	3975	4152	177	Left	Object	Unique
1	14	study	BC	Face	3	815.5	397.9	4208	4562	354	Right	Face	Linking
1	14	study	BC	Face	3	235.1	356.7	4626	5539	913	Left	Object	Unique
1	14	study	BC	Face	3	275.2	386.7	6327	6696	369	Left	Object	Unique
1	15	study	BC	Face	1	250.4	320	2029	2226	197	Left	Face	Linking
1	15	study	BC	Face	1	762.2	420.1	2277	2526	249	Right	Object	Unique
1	15	study	BC	Face	1	807.5	457.8	2556	3041	485	Right	Object	Unique
1	15	study	BC	Face	1	799.5	453.8	3060	3342	282	Right	Object	Unique
1	15	study	BC	Face	1	299.8	383.9	3398	3947	549	Left	Face	Linking
1	15	study	BC	Face	1	834.3	447.4	4005	4272	267	Right	Object	Unique
