"Participant"	"ExperimentPhase"	"Category"	"TestType"	"PairType"	"Accuracy"	"Hemisphere"	"Area"	"ROIGroup"	"ROISize"	"Beta"
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	89	6.18113964044944
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"CA1"	"HC"	138	3.3629155
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Sub"	"HC"	120	6.10133595
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"CA23DG"	"HC"	306	11.9465092973856
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	68	4.77257882352941
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"PHC"	"MTL"	568	9.40341186619718
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"alERC"	"MTL"	219	11.9206049680365
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"PRC"	"MTL"	673	11.6515573922734
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"pmERC"	"MTL"	72	12.0236913888889
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"CA1"	"HC"	123	2.19393447154472
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	87	1.57871250574713
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Sub"	"HC"	110	5.58827464545455
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"CA23DG"	"HC"	265	14.6623890679245
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"PRC"	"MTL"	868	9.13427760138249
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"alERC"	"MTL"	176	14.0827320113636
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"PHC"	"MTL"	609	13.7428698111658
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"pmERC"	"MTL"	83	24.5292493253012
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	86	18.4473191162791
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"FFA"	"LocCat"	125	70.36924004
"sub-1031"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"FFA"	"LocCat"	114	47.3114399385965
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	89	13.9030859775281
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"CA1"	"HC"	138	3.72055915217391
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Sub"	"HC"	120	0.7411997
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"CA23DG"	"HC"	306	12.1274351601307
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Hipp Tail"	"HC"	68	-0.416763911764706
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"PHC"	"MTL"	568	11.2439477764085
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"alERC"	"MTL"	219	17.6312676210046
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"PRC"	"MTL"	673	14.0935123922734
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"pmERC"	"MTL"	72	10.8326584166667
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"CA1"	"HC"	123	1.51667679674797
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Hipp Tail"	"HC"	87	-2.82528845977011
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Sub"	"HC"	110	-3.73674827272727
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"CA23DG"	"HC"	265	9.72333238113208
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"PRC"	"MTL"	868	9.99144270506912
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"alERC"	"MTL"	176	17.7736886193182
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"PHC"	"MTL"	609	16.1879281904762
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"pmERC"	"MTL"	83	14.6653947228916
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Ant Hipp Head"	"HC"	86	17.3323913372093
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"FFA"	"LocCat"	125	81.425571952
"sub-1031"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"FFA"	"LocCat"	114	57.3492413684211
"sub-1031"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	89	5.47380740449438
"sub-1031"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"CA1"	"HC"	138	-0.683049623188406
"sub-1031"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Sub"	"HC"	120	-2.12440488333333
"sub-1031"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"CA23DG"	"HC"	306	4.42313571895425
