onset	duration	block	trial	phase	trialtype	category	pairnum	accuracy	test_RT
12.525024	3.99989268699996	1	1	study	AB	Scene	6	0	NA
18.526456	4.00074869000004	1	2	study	AB	Scene	7	1	NA
28.528996	4.00208569000002	1	3	study	AB	Scene	3	1	NA
34.532243	4.00112769000001	1	4	study	AB	Scene	1	1	NA
44.535163	4.00204669000005	1	5	study	AB	Scene	2	0	NA
50.538552	4.00094669000003	1	6	study	AB	Scene	4	0	NA
60.540952	4.00241869000001	1	7	study	AB	Scene	8	0	NA
66.544908	4.00075069000007	1	8	study	AB	Scene	5	1	NA
72.547118	4.00083268999997	1	9	study	BC	Scene	2	0	NA
82.549119	4.00267869000003	1	10	study	BC	Scene	3	1	NA
88.553494	4.00062769000005	1	11	study	BC	Scene	1	1	NA
100.555349	4.00339668999989	1	12	study	BC	Scene	6	0	NA
106.560244	4.00079168999993	1	13	study	BC	Scene	8	0	NA
112.56231	4.00102169000002	1	14	study	BC	Scene	7	1	NA
120.564753	4.00166869000011	1	15	study	BC	Scene	5	1	NA
128.567905	4.00159469000009	1	16	study	BC	Scene	4	0	NA
144.75832	4.01738368999999	1	1	test	AC	Scene	7	1	2755.21231316
150.777008	4.01769568999999	1	2	test	AC	Scene	5	1	2999.10831316
160.796302	4.01890268999993	1	3	test	AC	Scene	3	1	2439.76031316
168.816848	4.01810668999993	1	4	test	AC	Scene	4	0	2424.03331316
174.836341	4.01756968999995	1	5	test	AC	Scene	6	0	2384.48131316
182.855138	4.01852369000009	1	6	test	AC	Scene	8	0	1500.40631316
188.87537	4.01729368999996	1	7	test	AC	Scene	2	0	1786.94131316
200.894146	4.01976569000009	1	8	test	AC	Scene	1	1	2007.05431316
208.915443	4.0182186900001	1	9	test	BC	Scene	8	1	2665.09031316
220.93517	4.01978269000005	1	10	test	BC	Scene	7	1	1430.40231316
228.95675	4.01795269000006	1	11	test	AB	Scene	7	1	2462.51631316
236.976481	4.01797368999993	1	12	test	AB	Scene	5	1	1277.49631316
242.995967	4.01744469000009	1	13	test	AB	Scene	2	1	1569.59731316
251.014578	4.01858769000004	1	14	test	BC	Scene	1	1	1336.46431316
263.034255	4.02020069000009	1	15	test	AB	Scene	1	1	1368.13431316
269.055909	4.01754568999994	1	16	test	AB	Scene	6	1	2080.57731316
277.07497	4.01819569000008	1	17	test	AB	Scene	8	0	1523.86431316
283.094515	4.01764969000011	1	18	test	BC	Scene	5	1	1476.15431316
295.113717	4.01974768999993	1	19	test	BC	Scene	4	1	1905.34431316
301.135062	4.01735168999998	1	20	test	BC	Scene	6	1	1954.35031316
309.154128	4.0180366900001	1	21	test	BC	Scene	2	0	1817.46331316
319.173582	4.01908369000006	1	22	test	AB	Scene	3	1	1229.64431316
331.193925	4.02002568999998	1	23	test	AB	Scene	4	0	1479.83831316
337.215548	4.01740568999999	1	24	test	BC	Scene	3	1	1576.75631316
18.482493	3.9981462526	2	1	study	AB	Face	7	0	NA
30.482395	4.002868253	2	2	study	AB	Face	8	0	NA
36.486595	4.000957253	2	3	study	AB	Face	4	0	NA
44.489113	4.001520253	2	4	study	AB	Face	3	1	NA
54.492201	4.00226725299998	2	5	study	AB	Face	6	0	NA
60.495985	4.00078125299999	2	6	study	AB	Face	5	1	NA
68.49835	4.00150425300001	2	7	study	AB	Face	1	1	NA
80.50136	4.003109253	2	8	study	AB	Face	2	1	NA
86.505817	4.00094825300001	2	9	study	BC	Face	6	0	NA
96.508149	4.002486253	2	10	study	BC	Face	4	0	NA
102.512219	4.000712253	2	11	study	BC	Face	7	0	NA
110.514207	4.00180825300001	2	12	study	BC	Face	1	1	NA
116.517619	4.00069125299998	2	13	study	BC	Face	5	1	NA
124.519567	4.00181725300002	2	14	study	BC	Face	2	1	NA
130.522901	4.00078225300003	2	15	study	BC	Face	3	1	NA
138.525346	4.00142025300002	2	16	study	BC	Face	8	0	NA
154.698778	4.01754225300002	2	1	test	AC	Face	6	0	2313.79874737
166.718126	4.01946925299999	2	2	test	AC	Face	8	0	2279.33474737
174.739383	4.01796825299997	2	3	test	AC	Face	4	0	1991.67874737
180.758469	4.01788025299998	2	4	test	AC	Face	5	1	2239.15574737
186.77813	4.01717525299999	2	5	test	AC	Face	3	1	1334.35374737
194.796978	4.01807825299999	2	6	test	AC	Face	2	1	1518.82374737
200.816324	4.01773525300002	2	7	test	AC	Face	1	1	1861.57974737
206.835652	4.01736125300004	2	8	test	AC	Face	7	0	1404.27474737
216.854368	4.01918425300004	2	9	test	BC	Face	2	1	1060.23774737
222.874684	4.01783325299999	2	10	test	BC	Face	1	1	1166.23574737
230.894103	4.018180253	2	11	test	AB	Face	4	0	1191.50974737
236.913753	4.01751225300002	2	12	test	BC	Face	4	1	1074.11974737
244.932684	4.01833025300002	2	13	test	BC	Face	5	1	847.562747368
254.952559	4.01895825299999	2	14	test	BC	Face	3	1	1169.61774737
264.972982	4.01907325299998	2	15	test	AB	Face	8	1	1352.18174737
270.993453	4.01756025300006	2	16	test	AB	Face	6	1	1137.74074737
283.012543	4.01976025300001	2	17	test	AB	Face	2	1	760.323747368
