onset	duration	block	trial	phase	trialtype	category	pairnum	accuracy	test_RT
14.505591	3.99852687099997	1	1	study	AB	Scene	5	0	NA
26.505296	4.00343987099998	1	2	study	AB	Scene	7	1	NA
32.510052	4.00097787099998	1	3	study	AB	Scene	1	0	NA
38.512296	4.00102487099994	1	4	study	AB	Scene	2	0	NA
44.514849	4.00078787099994	1	5	study	AB	Scene	3	0	NA
52.517107	4.00163087099996	1	6	study	AB	Scene	6	0	NA
60.520142	4.001635871	1	7	study	AB	Scene	4	1	NA
66.523384	4.00073186999997	1	8	study	AB	Scene	8	0	NA
76.525789	4.00216186999994	1	9	study	BC	Scene	4	1	NA
82.529775	4.00046387000001	1	10	study	BC	Scene	7	1	NA
90.53144	4.00188886999997	1	11	study	BC	Scene	8	0	NA
96.534681	4.00095086999993	1	12	study	BC	Scene	6	0	NA
108.53673	4.00351086999998	1	13	study	BC	Scene	2	0	NA
116.541716	4.00160387000001	1	14	study	BC	Scene	5	0	NA
122.544957	4.00065386999998	1	15	study	BC	Scene	1	0	NA
132.546922	4.00254686999999	1	16	study	BC	Scene	3	0	NA
150.721612	4.01816387000002	1	1	test	AC	Scene	8	0	0
156.741298	4.01747886999993	1	2	test	AC	Scene	6	0	1926.76912883
168.76039	4.01966287	1	3	test	AC	Scene	1	0	2666.37712883
174.78132	4.01771086999989	1	4	test	AC	Scene	4	1	2173.43612883
180.80067	4.01732286999995	1	5	test	AC	Scene	3	0	2397.28012883
190.819838	4.01869186999998	1	6	test	AC	Scene	7	1	1784.53312883
198.839976	4.01830486999991	1	7	test	AC	Scene	5	0	3358.63712883
204.859421	4.01781787	1	8	test	AC	Scene	2	0	2150.28612883
214.878745	4.01903186999995	1	9	test	AB	Scene	8	1	2374.02412883
220.899466	4.01726986999999	1	10	test	AB	Scene	1	0	1834.66012883
232.918074	4.01997286999997	1	11	test	BC	Scene	7	1	1713.44812883
238.939108	4.01792387000006	1	12	test	AB	Scene	2	1	1712.41612883
248.958211	4.01932286999992	1	13	test	BC	Scene	2	1	1913.16512883
254.978652	4.01787687000004	1	14	test	AB	Scene	6	1	1585.78812883
266.997922	4.01985586999985	1	15	test	BC	Scene	4	1	1768.38412883
275.018789	4.01873987000005	1	16	test	AB	Scene	5	0	2726.81112883
281.038743	4.01778587000002	1	17	test	BC	Scene	5	1	1625.29612883
295.05815	4.02041986999998	1	18	test	BC	Scene	3	0	1454.96612883
301.079728	4.01780787000002	1	19	test	AB	Scene	3	1	1203.57612883
309.099102	4.01817886999989	1	20	test	BC	Scene	6	1	1423.11412883
319.118417	4.0194008699999	1	21	test	AB	Scene	7	1	1641.26212883
325.139535	4.01724087000004	1	22	test	BC	Scene	1	1	1489.04612883
331.15823	4.01754686999996	1	23	test	AB	Scene	4	1	1689.18712883
337.177101	4.01763486999995	1	24	test	BC	Scene	8	1	1480.34112883
16.515312	3.9954401017	2	1	study	AB	Face	8	1	NA
28.512438	4.0029331017	2	2	study	AB	Face	7	0	NA
34.516837	4.0008301017	2	3	study	AB	Face	3	0	NA
42.518766	4.0019841017	2	4	study	AB	Face	6	0	NA
48.521874	4.00117010169999	2	5	study	AB	Face	2	1	NA
56.545483	3.99730910200001	2	6	study	AB	Face	1	1	NA
62.544208	4.000915102	2	7	study	AB	Face	5	1	NA
68.546807	4.000608102	2	8	study	AB	Face	4	0	NA
74.549014	4.00069710200001	2	9	study	BC	Face	7	0	NA
82.551285	4.001506102	2	10	study	BC	Face	1	1	NA
94.554548	4.00286710200002	2	11	study	BC	Face	2	1	NA
100.558959	4.00075010200001	2	12	study	BC	Face	6	0	NA
106.561079	4.00096210200001	2	13	study	BC	Face	4	0	NA
114.563414	4.00171010200001	2	14	study	BC	Face	5	1	NA
122.566548	4.00166110200001	2	15	study	BC	Face	3	0	NA
132.569822	4.00221810200001	2	16	study	BC	Face	8	1	NA
148.743837	4.01774810199998	2	1	test	AC	Face	4	0	3792.34189834
158.762621	4.01950110199998	2	2	test	AC	Face	5	1	1876.90889834
164.78371	4.01737910200001	2	3	test	AC	Face	1	1	1592.73989834
174.80242	4.01920810199998	2	4	test	AC	Face	2	1	2440.88489834
