block	trial	phase	pairtype	category	pairnum	fix_x_pos	fix_y_pos	fix_start_time	fix_end_time	fix_dwell_time	ia_side	ia_item_category	ia_item_type
1	1	study	AB	Scene	5	235.9	402.7	4370	4828	458	Left	Object	Unique
1	1	study	AB	Scene	5	774.5	437.6	4950	5235	285	Right	Scene	Linking
1	1	study	AB	Scene	5	769.8	432.7	5416	6149	733	Right	Scene	Linking
1	1	study	AB	Scene	5	325.9	395.5	6206	7028	822	Left	Object	Unique
1	2	study	AB	Scene	7	394.6	385.7	7938	8057	119	Left	Object	Unique
1	2	study	AB	Scene	7	261.9	384	8082	8148	66	Left	Object	Unique
1	2	study	AB	Scene	7	771.3	419.6	8204	8514	310	Right	Scene	Linking
1	2	study	AB	Scene	7	743.3	405.5	8536	8776	240	Right	Scene	Linking
1	2	study	AB	Scene	7	703.1	449.1	8989	9799	810	Right	Scene	Linking
1	2	study	AB	Scene	7	246.5	393.4	10397	10700	303	Left	Object	Unique
1	3	study	AB	Scene	1	755.3	427.2	2208	2498	290	Right	Object	Unique
1	3	study	AB	Scene	1	758.7	376.6	2525	2864	339	Right	Object	Unique
1	3	study	AB	Scene	1	762.2	473.6	2889	3146	257	Right	Object	Unique
1	3	study	AB	Scene	1	230.9	427.7	3204	3564	360	Left	Scene	Linking
1	3	study	AB	Scene	1	207.9	444.7	3590	4174	584	Left	Scene	Linking
1	3	study	AB	Scene	1	793.5	497.3	4234	4704	470	Right	Object	Unique
1	4	study	AB	Scene	2	761.8	438.7	2084	2339	255	Right	Object	Unique
1	4	study	AB	Scene	2	224.7	422.4	2396	3214	818	Left	Scene	Linking
1	4	study	AB	Scene	2	291.1	439.7	3399	4617	1218	Left	Scene	Linking
1	4	study	AB	Scene	2	247.6	400.3	4638	4697	59	Left	Scene	Linking
1	5	study	AB	Scene	3	720.1	404.4	2110	2190	80	Right	Object	Unique
1	5	study	AB	Scene	3	269.8	383.6	2244	2567	323	Left	Scene	Linking
1	5	study	AB	Scene	3	234.5	377.2	2598	2781	183	Left	Scene	Linking
1	5	study	AB	Scene	3	693.4	419.9	2836	4532	1696	Right	Object	Unique
1	6	study	AB	Scene	6	230	420.8	4011	4163	152	Left	Object	Unique
1	6	study	AB	Scene	6	777.5	403.6	4221	4541	320	Right	Scene	Linking
1	6	study	AB	Scene	6	752.9	381.8	4566	5029	463	Right	Scene	Linking
1	6	study	AB	Scene	6	728.1	363.7	5042	5514	472	Right	Scene	Linking
1	6	study	AB	Scene	6	385.3	414.3	5565	6206	641	Left	Object	Unique
1	7	study	AB	Scene	4	206.2	440.8	4031	4248	217	Left	Object	Unique
1	7	study	AB	Scene	4	743	407.3	4295	4862	567	Right	Scene	Linking
1	7	study	AB	Scene	4	238.9	449.6	4920	5306	386	Left	Object	Unique
1	7	study	AB	Scene	4	669.4	426.7	5358	6401	1043	Right	Scene	Linking
1	8	study	AB	Scene	8	740.2	406.5	2172	2492	320	Right	Object	Unique
1	8	study	AB	Scene	8	742.9	380.4	2502	2712	210	Right	Object	Unique
1	8	study	AB	Scene	8	239.8	439.2	2773	3516	743	Left	Scene	Linking
1	9	study	BC	Scene	4	710.2	397.3	6009	6161	152	Right	Object	Unique
1	9	study	BC	Scene	4	232.1	435.2	6214	6472	258	Left	Scene	Linking
1	9	study	BC	Scene	4	194.7	417.1	6497	6956	459	Left	Scene	Linking
1	9	study	BC	Scene	4	268.6	413	6976	7778	802	Left	Scene	Linking
1	9	study	BC	Scene	4	752.7	475.4	7833	8154	321	Right	Object	Unique
1	9	study	BC	Scene	4	712.1	472.7	8272	8312	40	Right	Object	Unique
1	9	study	BC	Scene	4	709.5	512.8	8496	8719	223	Right	Object	Unique
1	10	study	BC	Scene	7	752.8	403.4	2162	2419	257	Right	Object	Unique
1	10	study	BC	Scene	7	231.5	442.4	2473	2783	310	Left	Scene	Linking
