block	trial	phase	pairtype	category	pairnum	fix_x_pos	fix_y_pos	fix_start_time	fix_end_time	fix_dwell_time	ia_side	ia_item_category	ia_item_type
1	1	study	AB	Scene	5	796	383.3	2493	2898	405	Right	Object	Unique
1	1	study	AB	Scene	5	376.8	428.2	2950	3318	368	Left	Scene	Linking
1	1	study	AB	Scene	5	298.2	404.9	3339	3536	197	Left	Scene	Linking
1	1	study	AB	Scene	5	849.2	400.7	3595	4225	630	Right	Object	Unique
1	1	study	AB	Scene	5	707.1	434.6	4257	4361	104	Right	Object	Unique
1	1	study	AB	Scene	5	316.1	409.7	4405	4914	509	Left	Scene	Linking
1	1	study	AB	Scene	5	745	439.1	4972	5025	53	Right	Object	Unique
1	2	study	AB	Scene	6	290.9	369.8	2173	2572	399	Left	Scene	Linking
1	2	study	AB	Scene	6	622.5	407.9	2624	3460	836	Right	Object	Unique
1	2	study	AB	Scene	6	362.8	402.3	3501	3938	437	Left	Scene	Linking
1	2	study	AB	Scene	6	293.6	389.7	3958	4175	217	Left	Scene	Linking
1	3	study	AB	Scene	4	275.4	409.3	8247	8689	442	Left	Object	Unique
1	3	study	AB	Scene	4	832.6	386.5	8750	9011	261	Right	Scene	Linking
1	3	study	AB	Scene	4	353.8	401.7	9059	9206	147	Left	Object	Unique
1	3	study	AB	Scene	4	806.2	399.6	9261	9825	564	Right	Scene	Linking
1	4	study	AB	Scene	3	312.2	386.2	2065	2335	270	Left	Scene	Linking
1	4	study	AB	Scene	3	813.2	380.6	2401	3184	783	Right	Object	Unique
1	4	study	AB	Scene	3	284.9	368.6	3238	3481	243	Left	Scene	Linking
1	4	study	AB	Scene	3	766	378.5	3526	4151	625	Right	Object	Unique
1	5	study	AB	Scene	1	271.2	450.3	4080	4902	822	Left	Scene	Linking
1	5	study	AB	Scene	1	713.6	519.9	5257	5340	83	Right	Object	Unique
1	6	study	AB	Scene	7	289.3	406	4183	4346	163	Left	Object	Unique
1	6	study	AB	Scene	7	833.3	367.5	4404	4825	421	Right	Scene	Linking
1	6	study	AB	Scene	7	212.7	488.8	5207	5506	299	Left	Object	Unique
1	6	study	AB	Scene	7	683.2	490.7	5788	5954	166	Right	Scene	Linking
1	7	study	AB	Scene	8	287.6	367	4008	4211	203	Left	Object	Unique
1	7	study	AB	Scene	8	833.3	395.5	4266	4454	188	Right	Scene	Linking
1	7	study	AB	Scene	8	806.9	433.9	4472	4872	400	Right	Scene	Linking
1	7	study	AB	Scene	8	795.1	470.9	4881	5426	545	Right	Scene	Linking
1	7	study	AB	Scene	8	292.2	460.6	5476	5726	250	Left	Object	Unique
1	7	study	AB	Scene	8	800.6	483.7	5787	6227	440	Right	Scene	Linking
1	8	study	AB	Scene	2	268.9	373	2016	2217	201	Left	Object	Unique
1	8	study	AB	Scene	2	841.8	368.2	2277	2620	343	Right	Scene	Linking
1	8	study	AB	Scene	2	794.2	413	2635	3217	582	Right	Scene	Linking
1	9	study	BC	Scene	4	253	428.5	6028	6434	406	Left	Scene	Linking
1	9	study	BC	Scene	4	724.9	496	6485	7381	896	Right	Object	Unique
1	10	study	BC	Scene	8	302.4	429	2204	2426	222	Left	Scene	Linking
1	10	study	BC	Scene	8	269.2	468.7	2440	2832	392	Left	Scene	Linking
1	10	study	BC	Scene	8	789.8	464.6	2889	3605	716	Right	Object	Unique
1	10	study	BC	Scene	8	293.9	475.6	3665	4493	828	Left	Scene	Linking
1	10	study	BC	Scene	8	719.9	490.7	4554	4696	142	Right	Object	Unique
1	11	study	BC	Scene	2	265.3	416.8	2184	2409	225	Left	Scene	Linking
1	11	study	BC	Scene	2	815.7	406.3	2470	2831	361	Right	Object	Unique
1	11	study	BC	Scene	2	270.4	420.3	2891	3420	529	Left	Scene	Linking
1	12	study	BC	Scene	3	835.4	352.4	2128	2419	291	Right	Scene	Linking
1	12	study	BC	Scene	3	303.7	317.5	2486	2784	298	Left	Object	Unique
1	12	study	BC	Scene	3	782.8	374.7	2846	4342	1496	Right	Scene	Linking
1	12	study	BC	Scene	3	333.7	422.1	4399	4602	203	Left	Object	Unique
1	13	study	BC	Scene	7	788.3	404.1	6066	6310	244	Right	Object	Unique
1	13	study	BC	Scene	7	270.1	398	6369	6714	345	Left	Scene	Linking
1	13	study	BC	Scene	7	799	417.9	6775	7308	533	Right	Object	Unique
1	14	study	BC	Scene	1	832.4	391.3	2360	2820	460	Right	Scene	Linking
1	14	study	BC	Scene	1	756.5	415.1	2841	3444	603	Right	Scene	Linking
1	14	study	BC	Scene	1	345.3	456.9	3499	3952	453	Left	Object	Unique
