"Participant"	"ExperimentPhase"	"Category"	"TestType"	"PairType"	"Accuracy"	"Hemisphere"	"Area"	"ROIGroup"	"ROISize"	"Beta"
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	83	4.53356756626506
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"CA1"	"HC"	151	-4.4692432781457
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Sub"	"HC"	115	-0.481638973913044
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"CA23DG"	"HC"	252	5.59764246031746
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	108	0.725664435185185
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"PHC"	"MTL"	481	14.3728612619543
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"alERC"	"MTL"	115	7.58180196521739
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"PRC"	"MTL"	577	1.5015683067591
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"pmERC"	"MTL"	95	2.71526203157895
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"CA1"	"HC"	145	1.76538626896552
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	120	-1.36498145833333
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Sub"	"HC"	137	6.09423519708029
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"CA23DG"	"HC"	260	5.66884129615385
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"PRC"	"MTL"	523	1.04367399426386
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"alERC"	"MTL"	79	4.0927627721519
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"PHC"	"MTL"	527	11.4579799373814
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"pmERC"	"MTL"	96	5.73772630208333
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	32	14.48082334375
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Right"	"FFA"	"LocCat"	876	31.0768702488584
"sub-1004"	"study"	"face"	"study"	"AB"	"Forgotten"	"Left"	"FFA"	"LocCat"	203	35.9670075123153
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	83	1.63012891566265
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"CA1"	"HC"	151	-4.95632270198676
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Sub"	"HC"	115	0.572773460869565
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"CA23DG"	"HC"	252	2.61872878174603
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"Hipp Tail"	"HC"	108	-0.0260609444444444
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"PHC"	"MTL"	481	16.2159837962578
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"alERC"	"MTL"	115	7.05768480869565
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"PRC"	"MTL"	577	2.04430505719237
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"pmERC"	"MTL"	95	3.23145173684211
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"CA1"	"HC"	145	-2.55389855862069
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Hipp Tail"	"HC"	120	1.34611735
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Sub"	"HC"	137	0.725493218978102
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"CA23DG"	"HC"	260	2.11887022692308
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"PRC"	"MTL"	523	4.3123025793499
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"alERC"	"MTL"	79	-0.699801708860759
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"PHC"	"MTL"	527	13.0658149810247
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"pmERC"	"MTL"	96	2.88339717708333
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"Ant Hipp Head"	"HC"	32	-0.76888521875
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Right"	"FFA"	"LocCat"	876	34.55740506621
"sub-1004"	"study"	"face"	"study"	"AB"	"Remembered"	"Left"	"FFA"	"LocCat"	203	33.7491180295566
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Ant Hipp Head"	"HC"	83	3.28288515662651
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"CA1"	"HC"	151	-4.08748760264901
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Sub"	"HC"	115	0.259223852173913
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"CA23DG"	"HC"	252	7.13276343650794
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"Hipp Tail"	"HC"	108	-0.73484987962963
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"PHC"	"MTL"	481	16.3928072931393
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"alERC"	"MTL"	115	13.3766018608696
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"PRC"	"MTL"	577	3.62003074523397
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"pmERC"	"MTL"	95	8.04309144210526
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"CA1"	"HC"	145	2.76271659310345
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Hipp Tail"	"HC"	120	-0.4443422
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Sub"	"HC"	137	-2.56195757664234
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"CA23DG"	"HC"	260	0.734254957692308
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"PRC"	"MTL"	523	1.10063201912046
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"alERC"	"MTL"	79	5.42236851898734
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"PHC"	"MTL"	527	10.005594516129
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"pmERC"	"MTL"	96	2.30892930208333
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"Ant Hipp Head"	"HC"	32	0.0710267500000002
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Right"	"FFA"	"LocCat"	876	43.204278086758
"sub-1004"	"study"	"face"	"study"	"BC"	"Forgotten"	"Left"	"FFA"	"LocCat"	203	35.6096229211823
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Ant Hipp Head"	"HC"	83	1.05112524096386
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"CA1"	"HC"	151	-2.64756878807947
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Sub"	"HC"	115	3.21746826086957
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"CA23DG"	"HC"	252	4.30343121031746
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"Hipp Tail"	"HC"	108	1.6129502037037
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"PHC"	"MTL"	481	10.8426265301455
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"alERC"	"MTL"	115	9.8914523826087
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"PRC"	"MTL"	577	3.213752694974
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"pmERC"	"MTL"	95	10.1996389157895
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"CA1"	"HC"	145	1.35731316551724
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"Hipp Tail"	"HC"	120	0.481132566666667
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"Sub"	"HC"	137	0.184543284671533
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"CA23DG"	"HC"	260	3.34302943846154
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"PRC"	"MTL"	523	0.433737726577438
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"alERC"	"MTL"	79	4.8671994556962
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"PHC"	"MTL"	527	10.4438041214421
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"pmERC"	"MTL"	96	2.98628377083333
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"Ant Hipp Head"	"HC"	32	0.0457976562499999
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Right"	"FFA"	"LocCat"	876	35.5230702328767
"sub-1004"	"study"	"face"	"study"	"BC"	"Remembered"	"Left"	"FFA"	"LocCat"	203	39.2802605517241
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"Ant Hipp Head"	"HC"	83	-1.74421824096386
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"CA1"	"HC"	151	-2.45618295364238
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"Sub"	"HC"	115	2.45762190434783
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"CA23DG"	"HC"	252	-3.2759590515873
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"Hipp Tail"	"HC"	108	1.30070076851852
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"PHC"	"MTL"	481	13.1836142016632
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"alERC"	"MTL"	115	8.40389073043478
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"PRC"	"MTL"	577	2.65439081109185
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"pmERC"	"MTL"	95	0.956543810526316
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"CA1"	"HC"	145	-3.37483535172414
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"Hipp Tail"	"HC"	120	1.01483174166667
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"Sub"	"HC"	137	-2.39177989051095
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"CA23DG"	"HC"	260	-2.52034241153846
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"PRC"	"MTL"	523	2.86069761376673
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"alERC"	"MTL"	79	2.40432636708861
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"PHC"	"MTL"	527	9.86960995825427
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"pmERC"	"MTL"	96	1.3542690625
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"Ant Hipp Head"	"HC"	32	0.35283209375
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Right"	"FFA"	"LocCat"	876	31.7461872853881
"sub-1004"	"test"	"face"	"dir"	"test"	"Correct"	"Left"	"FFA"	"LocCat"	203	41.0836301231527
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"Ant Hipp Head"	"HC"	83	-2.04238774698795
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"CA1"	"HC"	151	-1.10511276821192
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"Sub"	"HC"	115	2.55565271304348
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"CA23DG"	"HC"	252	-8.19786472619048
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"Hipp Tail"	"HC"	108	1.2188252962963
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"PHC"	"MTL"	481	12.1959353929314
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"alERC"	"MTL"	115	7.05784855652174
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"PRC"	"MTL"	577	2.75022285615251
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"pmERC"	"MTL"	95	-1.79198571578947
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"CA1"	"HC"	145	-5.91762812413793
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"Hipp Tail"	"HC"	120	0.784655766666667
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"Sub"	"HC"	137	-2.28899508029197
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"CA23DG"	"HC"	260	-7.04170506538462
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"PRC"	"MTL"	523	-1.13562446080306
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"alERC"	"MTL"	79	6.58260598734177
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"PHC"	"MTL"	527	8.22249129222011
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"pmERC"	"MTL"	96	2.02015965625
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Left"	"Ant Hipp Head"	"HC"	32	-9.37759725
"sub-1004"	"test"	"face"	"dir"	"test"	"Incorrect"	"Right"	"FFA"	"LocCat"	876	33.9585121803653
